method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
segdup,2,11,34,25,50,2,0,41.958423
insider,2,11,34,25,50.0,2.0,0.0,0.058735
fastmultrec_greedy,2,11,34,25,50.0,2.0,0.0,0.204701
lcamap,2,11,34,25,50.0,2.0,0.0,0.032695
segdup,1,7,34,25,2624,92,324,86.515357
insider,1,7,34,25,2340.0,68.0,640.0,10.063836
fastmultrec_greedy,1,7,34,25,2528.0,86.0,378.0,1.367770
lcamap,1,7,34,25,2624.0,92.0,324.0,0.036515
segdup,1,8,34,25,647,25,22,63.948388
insider,1,8,34,25,647.0,25.0,22.0,7.862197
fastmultrec_greedy,1,8,34,25,647.0,25.0,22.0,0.177034
lcamap,1,8,34,25,647.0,25.0,22.0,0.027973
segdup,1,9,34,25,210,8,10,57.247413
insider,1,9,34,25,210.0,8.0,10.0,0.076941
fastmultrec_greedy,1,9,34,25,210.0,8.0,10.0,0.198607
lcamap,1,9,34,25,210.0,8.0,10.0,0.032260
segdup,1,10,34,25,53,2,3,69.699127
insider,1,10,34,25,53.0,2.0,3.0,0.076148
fastmultrec_greedy,1,10,34,25,53.0,2.0,3.0,0.298718
lcamap,1,10,34,25,53.0,2.0,3.0,0.046425
segdup,1,11,34,25,25,1,0,80.152409
insider,1,11,34,25,25.0,1.0,0.0,0.075981
fastmultrec_greedy,1,11,34,25,25.0,1.0,0.0,0.304920
lcamap,1,11,34,25,25.0,1.0,0.0,0.047755
segdup,2,7,35,25,2783,86,633,176.852747
insider,2,7,35,25,2561.0,70.0,811.0,1.371794
fastmultrec_greedy,2,7,35,25,2661.0,78.0,711.0,2.969154
lcamap,2,7,35,25,2783.0,86.0,633.0,0.058693
segdup,2,8,35,25,1364,52,64,173.085338
insider,2,8,35,25,1308.0,45.0,183.0,21.510431
fastmultrec_greedy,2,8,35,25,1364.0,52.0,64.0,0.655096
lcamap,2,8,35,25,1364.0,52.0,64.0,0.094930
segdup,2,9,35,25,649,25,24,75.120629
insider,2,9,35,25,620.0,23.0,45.0,3.256191
fastmultrec_greedy,2,9,35,25,649.0,25.0,24.0,0.357368
lcamap,2,9,35,25,649.0,25.0,24.0,0.059991
segdup,2,10,35,25,100,4,0,101.286031
insider,2,10,35,25,100.0,4.0,0.0,0.128642
fastmultrec_greedy,2,10,35,25,100.0,4.0,0.0,0.440912
lcamap,2,10,35,25,100.0,4.0,0.0,0.074566
segdup,2,11,35,25,50,2,0,61.199855
insider,2,11,35,25,50.0,2.0,0.0,0.085858
fastmultrec_greedy,2,11,35,25,50.0,2.0,0.0,0.300416
lcamap,2,11,35,25,50.0,2.0,0.0,0.048754
segdup,1,7,35,25,3217,112,417,119.943065
insider,1,7,35,25,2923.0,89.0,698.0,5.790375
fastmultrec_greedy,1,7,35,25,3146.0,109.0,421.0,2.187662
lcamap,1,7,35,25,3238.0,114.0,388.0,0.063405
segdup,1,8,35,25,879,33,54,37.753539
insider,1,8,35,25,847.0,29.0,122.0,4.470469
fastmultrec_greedy,1,8,35,25,879.0,33.0,54.0,0.120449
lcamap,1,8,35,25,879.0,33.0,54.0,0.020348
segdup,1,9,35,25,100,4,0,54.232508
insider,1,9,35,25,100.0,4.0,0.0,0.039497
fastmultrec_greedy,1,9,35,25,100.0,4.0,0.0,0.120925
lcamap,1,9,35,25,100.0,4.0,0.0,0.020482
segdup,1,10,35,25,355,14,5,91.311765
insider,1,10,35,25,355.0,14.0,5.0,0.274016
fastmultrec_greedy,1,10,35,25,355.0,14.0,5.0,0.318646
lcamap,1,10,35,25,355.0,14.0,5.0,0.055697
segdup,1,11,35,25,25,1,0,76.352417
insider,1,11,35,25,25.0,1.0,0.0,0.072169
fastmultrec_greedy,1,11,35,25,25.0,1.0,0.0,0.272781
lcamap,1,11,35,25,25.0,1.0,0.0,0.048954
segdup,2,7,36,25,2936,107,261,210.497984
insider,2,7,36,25,2703.0,87.0,528.0,13.154876
fastmultrec_greedy,2,7,36,25,2946.0,108.0,246.0,0.689778
lcamap,2,7,36,25,2946.0,108.0,246.0,0.108657
segdup,2,8,36,25,2749,98,299,206.329938
insider,2,8,36,25,2474.0,77.0,549.0,22.248532
fastmultrec_greedy,2,8,36,25,2693.0,96.0,293.0,1.960577
lcamap,2,8,36,25,2750.0,99.0,275.0,0.092244
segdup,2,9,36,25,129,5,4,70.878138
insider,2,9,36,25,129.0,5.0,4.0,0.120456
fastmultrec_greedy,2,9,36,25,129.0,5.0,4.0,0.405471
lcamap,2,9,36,25,129.0,5.0,4.0,0.062459
segdup,2,10,36,25,100,4,0,77.592702
insider,2,10,36,25,100.0,4.0,0.0,0.088974
fastmultrec_greedy,2,10,36,25,100.0,4.0,0.0,0.351302
lcamap,2,10,36,25,100.0,4.0,0.0,0.042188
segdup,1,7,36,25,9476,259,3001,356.308680
insider,1,7,36,25,8384.0,187.0,3709.0,5.790601
fastmultrec_greedy,1,7,36,25,8726.0,215.0,3351.0,31.163159
lcamap,1,7,36,25,9476.0,259.0,3001.0,0.112786
segdup,1,8,36,25,1366,51,91,75.843083
insider,1,8,36,25,1317.0,47.0,142.0,6.572998
fastmultrec_greedy,1,8,36,25,1350.0,50.0,100.0,0.449243
lcamap,1,8,36,25,1366.0,51.0,91.0,0.043425
segdup,1,9,36,25,103,4,3,51.077733
insider,1,9,36,25,103.0,4.0,3.0,0.052702
fastmultrec_greedy,1,9,36,25,103.0,4.0,3.0,0.156108
lcamap,1,9,36,25,103.0,4.0,3.0,0.027499
segdup,1,10,36,25,25,1,0,49.381933
insider,1,10,36,25,25.0,1.0,0.0,0.049313
fastmultrec_greedy,1,10,36,25,25.0,1.0,0.0,0.177215
lcamap,1,10,36,25,25.0,1.0,0.0,0.029200
segdup,1,11,36,25,25,1,0,75.771131
insider,1,11,36,25,25.0,1.0,0.0,0.076624
fastmultrec_greedy,1,11,36,25,25.0,1.0,0.0,0.301235
lcamap,1,11,36,25,25.0,1.0,0.0,0.047872
segdup,2,7,37,25,2862,100,362,196.546165
insider,2,7,37,25,2675.0,83.0,600.0,37.186327
fastmultrec_greedy,2,7,37,25,2832.0,99.0,357.0,1.587388
lcamap,2,7,37,25,2876.0,101.0,351.0,0.092807
segdup,2,8,37,25,1796,65,171,179.887794
insider,2,8,37,25,1653.0,53.0,328.0,25.188129
fastmultrec_greedy,2,8,37,25,1788.0,65.0,163.0,1.058514
lcamap,2,8,37,25,1808.0,66.0,158.0,0.087867
segdup,2,9,37,25,586,23,11,92.523299
insider,2,9,37,25,582.0,22.0,32.0,2.543404
fastmultrec_greedy,2,9,37,25,586.0,23.0,11.0,0.427891
lcamap,2,9,37,25,586.0,23.0,11.0,0.070678
segdup,2,10,37,25,76,3,1,46.949912
insider,2,10,37,25,76.0,3.0,1.0,0.054263
fastmultrec_greedy,2,10,37,25,76.0,3.0,1.0,0.178767
lcamap,2,10,37,25,76.0,3.0,1.0,0.030402
segdup,2,11,37,25,50,2,0,49.619857
insider,2,11,37,25,50.0,2.0,0.0,0.068150
fastmultrec_greedy,2,11,37,25,50.0,2.0,0.0,0.230526
lcamap,2,11,37,25,50.0,2.0,0.0,0.037685
segdup,1,7,37,25,2210,78,260,77.543334
insider,1,7,37,25,1925.0,55.0,550.0,6.500547
fastmultrec_greedy,1,7,37,25,2109.0,73.0,284.0,1.002217
lcamap,1,7,37,25,2210.0,78.0,260.0,0.031514
segdup,1,8,37,25,1034,39,59,68.016922
insider,1,8,37,25,1018.0,38.0,68.0,9.806829
fastmultrec_greedy,1,8,37,25,1053.0,40.0,53.0,0.193949
lcamap,1,8,37,25,1053.0,40.0,53.0,0.033996
segdup,1,9,37,25,209,8,9,61.244417
insider,1,9,37,25,209.0,8.0,9.0,0.095472
fastmultrec_greedy,1,9,37,25,209.0,8.0,9.0,0.436015
lcamap,1,9,37,25,231.0,9.0,6.0,0.037060
segdup,1,10,37,25,25,1,0,51.400511
insider,1,10,37,25,25.0,1.0,0.0,0.049496
fastmultrec_greedy,1,10,37,25,25.0,1.0,0.0,0.172479
lcamap,1,10,37,25,25.0,1.0,0.0,0.031110
segdup,1,11,37,25,25,1,0,47.991515
insider,1,11,37,25,25.0,1.0,0.0,0.050337
fastmultrec_greedy,1,11,37,25,25.0,1.0,0.0,0.176859
lcamap,1,11,37,25,25.0,1.0,0.0,0.031711
segdup,2,7,38,25,4610,139,1135,244.086967
insider,2,7,38,25,4074.0,102.0,1524.0,4.423524
fastmultrec_greedy,2,7,38,25,4295.0,123.0,1220.0,7.519634
lcamap,2,7,38,25,4610.0,139.0,1135.0,0.077953
segdup,2,8,38,25,1452,54,102,140.953444
insider,2,8,38,25,1345.0,44.0,245.0,35.756711
fastmultrec_greedy,2,8,38,25,1452.0,54.0,102.0,0.903068
lcamap,2,8,38,25,1474.0,55.0,99.0,0.080725
segdup,2,9,38,25,488,19,13,55.098142
insider,2,9,38,25,465.0,17.0,40.0,0.469953
fastmultrec_greedy,2,9,38,25,488.0,19.0,13.0,0.200493
lcamap,2,9,38,25,488.0,19.0,13.0,0.033391
segdup,2,10,38,25,101,4,1,86.755253
insider,2,10,38,25,101.0,4.0,1.0,0.120740
fastmultrec_greedy,2,10,38,25,101.0,4.0,1.0,0.417667
lcamap,2,10,38,25,101.0,4.0,1.0,0.068546
segdup,2,11,38,25,75,3,0,103.687286
insider,2,11,38,25,75.0,3.0,0.0,0.102172
fastmultrec_greedy,2,11,38,25,75.0,3.0,0.0,0.408503
lcamap,2,11,38,25,75.0,3.0,0.0,0.061715
segdup,1,7,38,25,5868,172,1568,151.750307
insider,1,7,38,25,5040.0,121.0,2015.0,1.795650
fastmultrec_greedy,1,7,38,25,5243.0,140.0,1743.0,8.772518
lcamap,1,7,38,25,5868.0,172.0,1568.0,0.047481
segdup,1,8,38,25,1203,45,78,81.626679
insider,1,8,38,25,1179.0,41.0,154.0,140.157197
fastmultrec_greedy,1,8,38,25,1222.0,46.0,72.0,0.301484
lcamap,1,8,38,25,1222.0,46.0,72.0,0.045892
segdup,1,9,38,25,184,7,9,48.003814
insider,1,9,38,25,184.0,7.0,9.0,0.071313
fastmultrec_greedy,1,9,38,25,184.0,7.0,9.0,0.172021
lcamap,1,9,38,25,184.0,7.0,9.0,0.026584
segdup,1,10,38,25,77,3,2,67.224746
insider,1,10,38,25,77.0,3.0,2.0,0.067764
fastmultrec_greedy,1,10,38,25,77.0,3.0,2.0,0.218052
lcamap,1,10,38,25,77.0,3.0,2.0,0.037558
segdup,1,11,38,25,25,1,0,83.927171
insider,1,11,38,25,25.0,1.0,0.0,0.079242
fastmultrec_greedy,1,11,38,25,25.0,1.0,0.0,0.297862
lcamap,1,11,38,25,25.0,1.0,0.0,0.049363
segdup,2,7,39,25,4031,119,1056,182.677904
insider,2,7,39,25,3598.0,89.0,1373.0,3.607042
fastmultrec_greedy,2,7,39,25,3774.0,107.0,1099.0,4.272138
lcamap,2,7,39,25,4031.0,119.0,1056.0,0.059582
segdup,2,8,39,25,477,18,27,96.298105
insider,2,8,39,25,453.0,16.0,53.0,1.388340
fastmultrec_greedy,2,8,39,25,477.0,18.0,27.0,0.273530
lcamap,2,8,39,25,477.0,18.0,27.0,0.046338
segdup,2,9,39,25,129,4,29,64.307553
insider,2,9,39,25,129.0,4.0,29.0,0.092805
fastmultrec_greedy,2,9,39,25,129.0,4.0,29.0,0.304493
lcamap,2,9,39,25,129.0,4.0,29.0,0.050180
segdup,2,10,39,25,51,2,1,63.071098
insider,2,10,39,25,51.0,2.0,1.0,0.086082
fastmultrec_greedy,2,10,39,25,51.0,2.0,1.0,0.287163
lcamap,2,10,39,25,51.0,2.0,1.0,0.051437
segdup,2,11,39,25,50,2,0,75.113200
insider,2,11,39,25,50.0,2.0,0.0,0.099351
fastmultrec_greedy,2,11,39,25,50.0,2.0,0.0,0.365803
lcamap,2,11,39,25,50.0,2.0,0.0,0.056721
segdup,1,7,39,25,1663,62,113,67.598572
insider,1,7,39,25,1630.0,57.0,205.0,1.485804
fastmultrec_greedy,1,7,39,25,1663.0,62.0,113.0,0.259690
lcamap,1,7,39,25,1663.0,62.0,113.0,0.038095
segdup,1,8,39,25,1701,63,126,82.122494
insider,1,8,39,25,-1,-1,-1,9999999999.000000
fastmultrec_greedy,1,8,39,25,1701.0,63.0,126.0,0.301661
lcamap,1,8,39,25,1701.0,63.0,126.0,0.043250
segdup,1,9,39,25,131,5,6,88.830333
insider,1,9,39,25,131.0,5.0,6.0,0.078893
fastmultrec_greedy,1,9,39,25,131.0,5.0,6.0,0.222825
lcamap,1,9,39,25,131.0,5.0,6.0,0.036747
segdup,1,10,39,25,51,2,1,77.623428
insider,1,10,39,25,51.0,2.0,1.0,0.072789
fastmultrec_greedy,1,10,39,25,51.0,2.0,1.0,0.281770
lcamap,1,10,39,25,51.0,2.0,1.0,0.046457
segdup,1,11,39,25,25,1,0,69.167225
insider,1,11,39,25,25.0,1.0,0.0,0.066817
fastmultrec_greedy,1,11,39,25,25.0,1.0,0.0,0.276907
lcamap,1,11,39,25,25.0,1.0,0.0,0.041348
segdup,2,7,40,25,6261,176,1861,290.399907
insider,2,7,40,25,5613.0,128.0,2413.0,7.321241
fastmultrec_greedy,2,7,40,25,5894.0,156.0,1994.0,10.043145
lcamap,2,7,40,25,6277.0,177.0,1852.0,0.096511
segdup,2,8,40,25,1110,42,60,242.775949
insider,2,8,40,25,967.0,32.0,167.0,123.024180
fastmultrec_greedy,2,8,40,25,1066.0,40.0,66.0,1.292916
lcamap,2,8,40,25,1110.0,42.0,60.0,0.074607
segdup,2,9,40,25,413,16,13,164.991646
insider,2,9,40,25,387.0,14.0,37.0,0.514734
fastmultrec_greedy,2,9,40,25,413.0,16.0,13.0,0.567665
lcamap,2,9,40,25,413.0,16.0,13.0,0.085889
segdup,2,10,40,25,100,4,0,71.777834
insider,2,10,40,25,100.0,4.0,0.0,0.106109
fastmultrec_greedy,2,10,40,25,100.0,4.0,0.0,0.359000
lcamap,2,10,40,25,100.0,4.0,0.0,0.051728
segdup,2,11,40,25,51,2,1,103.017955
insider,2,11,40,25,51.0,2.0,1.0,0.132762
fastmultrec_greedy,2,11,40,25,51.0,2.0,1.0,0.486793
lcamap,2,11,40,25,51.0,2.0,1.0,0.095506
segdup,1,7,40,25,6415,195,1540,172.190142
insider,1,7,40,25,5606.0,139.0,2131.0,5.152809
fastmultrec_greedy,1,7,40,25,5859.0,163.0,1784.0,13.875196
lcamap,1,7,40,25,6448.0,197.0,1523.0,0.066020
segdup,1,8,40,25,1226,47,51,87.093131
insider,1,8,40,25,1198.0,45.0,73.0,5.265055
fastmultrec_greedy,1,8,40,25,1226.0,47.0,51.0,0.422222
lcamap,1,8,40,25,1226.0,47.0,51.0,0.053727
segdup,1,9,40,25,207,8,7,73.943038
insider,1,9,40,25,207.0,8.0,7.0,0.090415
fastmultrec_greedy,1,9,40,25,207.0,8.0,7.0,0.277165
lcamap,1,9,40,25,207.0,8.0,7.0,0.051232
segdup,1,10,40,25,156,6,6,59.342256
insider,1,10,40,25,156.0,6.0,6.0,0.078148
fastmultrec_greedy,1,10,40,25,156.0,6.0,6.0,0.210385
lcamap,1,10,40,25,156.0,6.0,6.0,0.036480
segdup,1,11,40,25,25,1,0,70.685035
insider,1,11,40,25,25.0,1.0,0.0,0.066080
fastmultrec_greedy,1,11,40,25,25.0,1.0,0.0,0.252014
lcamap,1,11,40,25,25.0,1.0,0.0,0.041744
segdup,2,7,41,25,4275,109,1550,237.040446
insider,2,7,41,25,3822.0,82.0,1772.0,0.891003
fastmultrec_greedy,2,7,41,25,3923.0,90.0,1673.0,6.799853
lcamap,2,7,41,25,4297.0,110.0,1547.0,0.060858
segdup,2,8,41,25,1857,67,182,111.066588
insider,2,8,41,25,1712.0,53.0,387.0,25.873428
fastmultrec_greedy,2,8,41,25,1835.0,66.0,185.0,0.633175
lcamap,2,8,41,25,1857.0,67.0,182.0,0.055733
segdup,2,9,41,25,577,22,27,157.561382
insider,2,9,41,25,577.0,22.0,27.0,1.763176
fastmultrec_greedy,2,9,41,25,577.0,22.0,27.0,0.507572
lcamap,2,9,41,25,577.0,22.0,27.0,0.088943
segdup,2,10,41,25,50,2,0,32.439412
insider,2,10,41,25,50.0,2.0,0.0,0.050321
fastmultrec_greedy,2,10,41,25,50.0,2.0,0.0,0.148711
lcamap,2,10,41,25,50.0,2.0,0.0,0.028431
segdup,2,11,41,25,51,2,1,72.460545
insider,2,11,41,25,51.0,2.0,1.0,0.094969
fastmultrec_greedy,2,11,41,25,51.0,2.0,1.0,0.331952
lcamap,2,11,41,25,51.0,2.0,1.0,0.054623
segdup,1,7,41,25,4381,127,1206,111.236266
insider,1,7,41,25,3781.0,96.0,1381.0,2.046290
fastmultrec_greedy,1,7,41,25,4001.0,113.0,1176.0,5.365988
lcamap,1,7,41,25,4522.0,138.0,1072.0,0.032760
segdup,1,8,41,25,207,8,7,62.118215
insider,1,8,41,25,207.0,8.0,7.0,0.110024
fastmultrec_greedy,1,8,41,25,207.0,8.0,7.0,0.263934
lcamap,1,8,41,25,207.0,8.0,7.0,0.044876
segdup,1,9,41,25,523,20,23,77.782159
insider,1,9,41,25,523.0,20.0,23.0,7.837130
fastmultrec_greedy,1,9,41,25,523.0,20.0,23.0,0.297734
lcamap,1,9,41,25,523.0,20.0,23.0,0.044399
segdup,1,10,41,25,51,2,1,91.369008
insider,1,10,41,25,51.0,2.0,1.0,0.087386
fastmultrec_greedy,1,10,41,25,51.0,2.0,1.0,0.353688
lcamap,1,10,41,25,51.0,2.0,1.0,0.054349
segdup,1,11,41,25,25,1,0,68.560141
insider,1,11,41,25,25.0,1.0,0.0,0.065505
fastmultrec_greedy,1,11,41,25,25.0,1.0,0.0,0.229590
lcamap,1,11,41,25,25.0,1.0,0.0,0.044604
segdup,2,7,42,25,3125,94,775,163.580021
insider,2,7,42,25,2849.0,75.0,974.0,10.774997
fastmultrec_greedy,2,7,42,25,3013.0,88.0,813.0,2.061144
lcamap,2,7,42,25,3125.0,94.0,775.0,0.060474
segdup,2,8,42,25,1077,41,52,183.166031
insider,2,8,42,25,-1,-1,-1,9999999999.000000
fastmultrec_greedy,2,8,42,25,1077.0,41.0,52.0,0.575653
lcamap,2,8,42,25,1077.0,41.0,52.0,0.089503
segdup,2,9,42,25,430,16,30,72.558442
insider,2,9,42,25,414.0,15.0,39.0,3.683678
fastmultrec_greedy,2,9,42,25,430.0,16.0,30.0,0.341579
lcamap,2,9,42,25,430.0,16.0,30.0,0.050933
segdup,2,11,42,25,50,2,0,71.875255
insider,2,11,42,25,50.0,2.0,0.0,0.098915
fastmultrec_greedy,2,11,42,25,50.0,2.0,0.0,0.381528
lcamap,2,11,42,25,50.0,2.0,0.0,0.060861
segdup,1,7,42,25,3659,120,659,104.613339
insider,1,7,42,25,3378.0,98.0,928.0,5.024124
fastmultrec_greedy,1,7,42,25,3541.0,114.0,691.0,4.585139
lcamap,1,7,42,25,3817.0,128.0,617.0,0.046927
segdup,1,8,42,25,1223,46,73,123.275727
insider,1,8,42,25,-1,-1,-1,9999999999.000000
fastmultrec_greedy,1,8,42,25,1223.0,46.0,73.0,0.710784
lcamap,1,8,42,25,1247.0,47.0,72.0,0.062694
segdup,1,9,42,25,257,10,7,53.952734
insider,1,9,42,25,257.0,10.0,7.0,0.100486
fastmultrec_greedy,1,9,42,25,257.0,10.0,7.0,0.225776
lcamap,1,9,42,25,257.0,10.0,7.0,0.035352
segdup,1,10,42,25,25,1,0,53.673109
insider,1,10,42,25,25.0,1.0,0.0,0.058687
fastmultrec_greedy,1,10,42,25,25.0,1.0,0.0,0.205560
lcamap,1,10,42,25,25.0,1.0,0.0,0.031594
segdup,1,11,42,25,25,1,0,36.414571
insider,1,11,42,25,25.0,1.0,0.0,0.039113
fastmultrec_greedy,1,11,42,25,25.0,1.0,0.0,0.127876
lcamap,1,11,42,25,25.0,1.0,0.0,0.021943
segdup,2,7,43,25,2976,95,601,147.258580
insider,2,7,43,25,2630.0,71.0,855.0,3.895462
fastmultrec_greedy,2,7,43,25,2824.0,85.0,699.0,3.847768
lcamap,2,7,43,25,2976.0,95.0,601.0,0.050289
segdup,2,8,43,25,2875,96,475,169.605445
insider,2,8,43,25,2698.0,80.0,698.0,60.215595
fastmultrec_greedy,2,8,43,25,2830.0,93.0,505.0,1.639488
lcamap,2,8,43,25,2875.0,96.0,475.0,0.077827
segdup,2,9,43,25,284,11,9,127.712996
insider,2,9,43,25,284.0,11.0,9.0,0.261285
fastmultrec_greedy,2,9,43,25,284.0,11.0,9.0,0.573034
lcamap,2,9,43,25,284.0,11.0,9.0,0.082240
segdup,2,10,43,25,103,4,3,71.952432
insider,2,10,43,25,103.0,4.0,3.0,0.092497
fastmultrec_greedy,2,10,43,25,103.0,4.0,3.0,0.341947
lcamap,2,10,43,25,103.0,4.0,3.0,0.056542
segdup,2,11,43,25,75,3,0,94.617131
insider,2,11,43,25,75.0,3.0,0.0,0.122784
fastmultrec_greedy,2,11,43,25,75.0,3.0,0.0,0.449114
lcamap,2,11,43,25,75.0,3.0,0.0,0.068776
segdup,1,7,43,25,1618,59,143,62.321159
insider,1,7,43,25,1499.0,50.0,249.0,5.476119
fastmultrec_greedy,1,7,43,25,1618.0,59.0,143.0,0.299757
lcamap,1,7,43,25,1642.0,60.0,142.0,0.029631
segdup,1,8,43,25,2367,88,167,104.543274
insider,1,8,43,25,-1,-1,-1,9999999999.000000
fastmultrec_greedy,1,8,43,25,2364.0,88.0,164.0,0.926844
lcamap,1,8,43,25,2408.0,90.0,158.0,0.059078
segdup,1,9,43,25,179,7,4,39.461561
insider,1,9,43,25,179.0,7.0,4.0,0.045900
fastmultrec_greedy,1,9,43,25,179.0,7.0,4.0,0.092411
lcamap,1,9,43,25,179.0,7.0,4.0,0.018014
segdup,1,10,43,25,50,2,0,63.570463
insider,1,10,43,25,50.0,2.0,0.0,0.059802
fastmultrec_greedy,1,10,43,25,50.0,2.0,0.0,0.206838
lcamap,1,10,43,25,50.0,2.0,0.0,0.039161
segdup,1,11,43,25,26,1,1,45.579139
insider,1,11,43,25,26.0,1.0,1.0,0.044367
fastmultrec_greedy,1,11,43,25,26.0,1.0,1.0,0.161779
lcamap,1,11,43,25,26.0,1.0,1.0,0.025828
segdup,2,7,44,25,3054,99,579,122.594035
insider,2,7,44,25,2712.0,72.0,912.0,22.706260
fastmultrec_greedy,2,7,44,25,2875.0,90.0,625.0,3.277680
lcamap,2,7,44,25,3054.0,99.0,579.0,0.049533
segdup,2,8,44,25,1903,67,228,91.715970
insider,2,8,44,25,1776.0,57.0,351.0,15.337667
fastmultrec_greedy,2,8,44,25,1903.0,67.0,228.0,0.346077
lcamap,2,8,44,25,1903.0,67.0,228.0,0.059532
segdup,2,10,44,25,75,3,0,93.671992
insider,2,10,44,25,75.0,3.0,0.0,0.071947
fastmultrec_greedy,2,10,44,25,75.0,3.0,0.0,0.261154
lcamap,2,10,44,25,75.0,3.0,0.0,0.040726
segdup,2,11,44,25,51,2,1,47.869533
insider,2,11,44,25,51.0,2.0,1.0,0.071112
fastmultrec_greedy,2,11,44,25,51.0,2.0,1.0,0.216349
lcamap,2,11,44,25,51.0,2.0,1.0,0.033670
segdup,1,7,44,25,5695,163,1620,109.829757
insider,1,7,44,25,4854.0,111.0,2079.0,3.683664
fastmultrec_greedy,1,7,44,25,5119.0,133.0,1794.0,5.195988
lcamap,1,7,44,25,5711.0,164.0,1611.0,0.031058
segdup,1,8,44,25,863,33,38,102.380409
insider,1,8,44,25,845.0,30.0,95.0,35.322105
fastmultrec_greedy,1,8,44,25,863.0,33.0,38.0,0.718627
lcamap,1,8,44,25,907.0,35.0,32.0,0.044619
segdup,1,9,44,25,77,3,2,72.505715
insider,1,9,44,25,77.0,3.0,2.0,0.088278
fastmultrec_greedy,1,9,44,25,77.0,3.0,2.0,0.332102
lcamap,1,9,44,25,77.0,3.0,2.0,0.049240
segdup,1,10,44,25,53,2,3,80.473610
insider,1,10,44,25,53.0,2.0,3.0,0.083563
fastmultrec_greedy,1,10,44,25,53.0,2.0,3.0,0.322541
lcamap,1,10,44,25,53.0,2.0,3.0,0.051160
segdup,1,11,44,25,25,1,0,32.179095
insider,1,11,44,25,25.0,1.0,0.0,0.033777
fastmultrec_greedy,1,11,44,25,25.0,1.0,0.0,0.098511
lcamap,1,11,44,25,25.0,1.0,0.0,0.023593
segdup,2,7,45,25,3861,117,936,194.200258
insider,2,7,45,25,3417.0,87.0,1242.0,3.749754
fastmultrec_greedy,2,7,45,25,3598.0,102.0,1048.0,7.142198
lcamap,2,7,45,25,3861.0,117.0,936.0,0.069226
segdup,2,8,45,25,2917,101,392,201.750893
insider,2,8,45,25,2690.0,81.0,665.0,13.566364
fastmultrec_greedy,2,8,45,25,2894.0,101.0,369.0,0.891170
lcamap,2,8,45,25,2918.0,102.0,368.0,0.089125
segdup,2,9,45,25,517,20,17,79.818939
insider,2,9,45,25,498.0,19.0,23.0,1.532083
fastmultrec_greedy,2,9,45,25,536.0,21.0,11.0,0.385359
lcamap,2,9,45,25,536.0,21.0,11.0,0.052229
segdup,2,10,45,25,101,4,1,118.070162
insider,2,10,45,25,101.0,4.0,1.0,0.162872
fastmultrec_greedy,2,10,45,25,101.0,4.0,1.0,0.672851
lcamap,2,10,45,25,101.0,4.0,1.0,0.084894
segdup,2,11,45,25,75,3,0,92.834736
insider,2,11,45,25,75.0,3.0,0.0,0.133371
fastmultrec_greedy,2,11,45,25,75.0,3.0,0.0,0.449629
lcamap,2,11,45,25,75.0,3.0,0.0,0.083139
segdup,1,7,45,25,3883,135,508,137.932634
insider,1,7,45,25,3601.0,111.0,826.0,60.033605
fastmultrec_greedy,1,7,45,25,3838.0,132.0,538.0,2.230975
lcamap,1,7,45,25,3899.0,136.0,499.0,0.070301
segdup,1,8,45,25,1721,64,121,100.145894
insider,1,8,45,25,1557.0,47.0,382.0,16.900662
fastmultrec_greedy,1,8,45,25,1721.0,64.0,121.0,0.309909
lcamap,1,8,45,25,1721.0,64.0,121.0,0.046175
segdup,1,9,45,25,254,10,4,80.103608
insider,1,9,45,25,254.0,10.0,4.0,0.109421
fastmultrec_greedy,1,9,45,25,254.0,10.0,4.0,0.205083
lcamap,1,9,45,25,254.0,10.0,4.0,0.034307
segdup,1,10,45,25,77,3,2,65.157461
insider,1,10,45,25,77.0,3.0,2.0,0.070648
fastmultrec_greedy,1,10,45,25,77.0,3.0,2.0,0.234619
lcamap,1,10,45,25,77.0,3.0,2.0,0.037795
segdup,1,11,45,25,25,1,0,32.503494
insider,1,11,45,25,25.0,1.0,0.0,0.031470
fastmultrec_greedy,1,11,45,25,25.0,1.0,0.0,0.096880
lcamap,1,11,45,25,25.0,1.0,0.0,0.016614
segdup,2,7,46,25,3609,102,1059,148.165985
insider,2,7,46,25,3224.0,78.0,1274.0,2.705719
fastmultrec_greedy,2,7,46,25,3339.0,84.0,1239.0,5.237633
lcamap,2,7,46,25,3609.0,102.0,1059.0,0.044980
segdup,2,8,46,25,703,27,28,59.326506
insider,2,8,46,25,691.0,25.0,66.0,11.855607
fastmultrec_greedy,2,8,46,25,703.0,27.0,28.0,0.237621
lcamap,2,8,46,25,703.0,27.0,28.0,0.042257
segdup,2,10,46,25,76,3,1,100.558353
insider,2,10,46,25,76.0,3.0,1.0,0.128862
fastmultrec_greedy,2,10,46,25,76.0,3.0,1.0,0.450104
lcamap,2,10,46,25,76.0,3.0,1.0,0.071585
segdup,2,11,46,25,52,2,2,52.065978
insider,2,11,46,25,52.0,2.0,2.0,0.075098
fastmultrec_greedy,2,11,46,25,52.0,2.0,2.0,0.244907
lcamap,2,11,46,25,52.0,2.0,2.0,0.040545
segdup,1,7,46,25,7853,216,2453,217.968125
insider,1,7,46,25,6800.0,151.0,3025.0,3.800352
